numero_titulo,tipo_credor,serie,n,id_cliente,tipo_pagamento,data_emissao,vencimento,data_pagamento,valor_titulo,instituicao,situacao_titulo,codigo_credito,descricao_credito,codigo_debito,descricao_debito,data_hora_lancamento
311,2,S,1,1167,2,2025-03-11 00:00:00.000,2025-03-12 00:00:00.000,2025-03-12 00:00:00.000,"2491,23",237,3,NULL,NULL,29,COMISSAO,Mar 11 2025 12:00AM15:22
312,2,S,1,5543,2,2025-10-06 00:00:00.000,2025-10-20 00:00:00.000,2025-10-20 00:00:00.000,"344,86",2,3,NULL,NULL,29,COMISSAO,Oct  6 2025 12:00AM11:07
313,2,S,1,1167,2,2025-04-10 00:00:00.000,2025-04-20 00:00:00.000,2025-04-22 00:00:00.000,"1902,89",237,3,NULL,NULL,29,COMISSAO,Apr 10 2025 12:00AM16:12
314,2,S,1,5535,2,2025-12-03 00:00:00.000,2025-12-15 00:00:00.000,1753-01-01 00:00:00.000,840,2,1,NULL,NULL,23,FRETE S/ COMPRAS,Dec  3 2025 12:00AM11:14
315,2,S,1,1167,2,2025-05-09 00:00:00.000,2025-05-20 00:00:00.000,2025-05-20 00:00:00.000,"1553,76",237,3,NULL,NULL,29,COMISSAO,May  9 2025 12:00AM15:40
317,2,S,1,1167,2,2025-06-11 00:00:00.000,2025-06-20 00:00:00.000,2025-06-20 00:00:00.000,"1408,58",237,3,NULL,NULL,29,COMISSAO,Jun 11 2025 12:00AM09:26
319,2,S,1,1167,2,2025-07-09 00:00:00.000,2025-07-20 00:00:00.000,2025-07-21 00:00:00.000,"1407,08",237,3,NULL,NULL,29,COMISSAO,Jul  9 2025 12:00AM16:05
321,2,S,1,1167,2,2025-08-12 00:00:00.000,2025-08-20 00:00:00.000,2025-08-20 00:00:00.000,"1332,33",237,3,NULL,NULL,29,COMISSAO,Aug 12 2025 12:00AM15:21
323,2,S,1,1167,2,2025-09-13 00:00:00.000,2025-09-20 00:00:00.000,2025-09-22 00:00:00.000,"1399,36",237,3,NULL,NULL,29,COMISSAO,Sep 13 2025 12:00AM15:36
325,2,S,1,1167,2,2025-10-07 00:00:00.000,2025-10-20 00:00:00.000,2025-10-20 00:00:00.000,"1372,75",237,3,NULL,NULL,29,COMISSAO,Oct  7 2025 12:00AM10:49
326,2,S,1,1167,2,2025-11-10 00:00:00.000,2025-11-20 00:00:00.000,2025-11-21 00:00:00.000,"1493,73",237,3,NULL,NULL,29,COMISSAO,Nov 10 2025 12:00AM15:53
329,2,S,1,1167,2,2025-12-09 00:00:00.000,2025-12-22 00:00:00.000,1753-01-01 00:00:00.000,"2184,96",237,1,NULL,NULL,29,COMISSAO,Dec  9 2025 12:00AM15:32
335,2,S,1,5543,2,2025-11-14 00:00:00.000,2025-11-20 00:00:00.000,2025-11-21 00:00:00.000,"534,18",2,3,NULL,NULL,29,COMISSAO,Nov 14 2025 12:00AM16:17
345,2,S,1,4763,2,2025-05-09 00:00:00.000,2025-05-20 00:00:00.000,2025-05-20 00:00:00.000,"382,45",237,3,NULL,NULL,29,COMISSAO,May  9 2025 12:00AM14:41
349,2,1,1,5210,2,2025-01-09 00:00:00.000,2025-02-08 00:00:00.000,2025-02-10 00:00:00.000,"788,8",237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Jan  9 2025 12:00AM16:21
349,2,1,2,5210,2,2025-01-09 00:00:00.000,2025-03-10 00:00:00.000,2025-03-10 00:00:00.000,"788,8",237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Jan  9 2025 12:00AM16:21
358,2,S,1,5629,2,2025-01-24 00:00:00.000,2025-02-28 00:00:00.000,2025-02-28 00:00:00.000,1420,237,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Jan 24 2025 12:00AM17:10
359,2,S,1,4009,2,2025-01-15 00:00:00.000,2025-01-15 00:00:00.000,2025-01-15 00:00:00.000,3850,237,3,NULL,NULL,16,DESPESA ASSESSORIA JURIDICA,Jan 15 2025 12:00AM10:21
360,2,1,1,5210,2,2025-02-05 00:00:00.000,2025-03-07 00:00:00.000,2025-03-07 00:00:00.000,"402,25",237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Feb  5 2025 12:00AM14:59
363,2,S,1,4009,2,2025-02-13 00:00:00.000,2025-02-15 00:00:00.000,2025-02-17 00:00:00.000,3850,237,3,NULL,NULL,16,DESPESA ASSESSORIA JURIDICA,Feb 13 2025 12:00AM14:19
365,2,S,1,4009,2,2025-03-18 00:00:00.000,2025-03-15 00:00:00.000,2025-03-17 00:00:00.000,3850,237,3,NULL,NULL,16,DESPESA ASSESSORIA JURIDICA,Mar 18 2025 12:00AM08:49
366,2,S,1,4009,2,2025-04-15 00:00:00.000,2025-04-15 00:00:00.000,2025-04-15 00:00:00.000,3850,237,3,NULL,NULL,16,DESPESA ASSESSORIA JURIDICA,Apr 15 2025 12:00AM14:56
367,2,S,1,5629,2,2025-02-26 00:00:00.000,2025-03-30 00:00:00.000,2025-03-31 00:00:00.000,1420,237,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Feb 26 2025 12:00AM10:20
369,2,S,1,4009,2,2025-05-13 00:00:00.000,2025-05-15 00:00:00.000,2025-05-15 00:00:00.000,3850,237,3,NULL,NULL,16,DESPESA ASSESSORIA JURIDICA,May 13 2025 12:00AM15:20
373,2,1,1,5210,2,2025-03-21 00:00:00.000,2025-04-20 00:00:00.000,2025-04-22 00:00:00.000,"873,52",237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Mar 21 2025 12:00AM16:09
373,2,S,1,4009,2,2025-06-17 00:00:00.000,2025-06-15 00:00:00.000,2025-06-16 00:00:00.000,3850,237,3,NULL,NULL,16,DESPESA ASSESSORIA JURIDICA,Jun 17 2025 12:00AM15:25
376,2,S,1,4009,2,2025-07-14 00:00:00.000,2025-07-15 00:00:00.000,2025-07-15 00:00:00.000,3850,237,3,NULL,NULL,16,DESPESA ASSESSORIA JURIDICA,Jul 14 2025 12:00AM15:52
379,2,S,1,4009,2,2025-08-13 00:00:00.000,2025-08-15 00:00:00.000,2025-08-15 00:00:00.000,3850,237,3,NULL,NULL,16,DESPESA ASSESSORIA JURIDICA,Aug 13 2025 12:00AM15:03
381,2,S,1,4009,2,2025-09-18 00:00:00.000,2025-09-15 00:00:00.000,2025-09-15 00:00:00.000,3850,237,3,NULL,NULL,16,DESPESA ASSESSORIA JURIDICA,Sep 18 2025 12:00AM15:43
384,2,S,1,4009,18,2025-10-15 00:00:00.000,2025-10-15 00:00:00.000,2025-11-03 00:00:00.000,3850,2,3,NULL,NULL,22,MATERIA PRIMA,Oct 31 2025 12:00AM10:50
387,2,1,1,5210,2,2025-04-10 00:00:00.000,2025-05-10 00:00:00.000,2025-05-12 00:00:00.000,90,237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Apr 10 2025 12:00AM17:15
387,2,S,1,5629,2,2025-03-27 00:00:00.000,2025-04-30 00:00:00.000,2025-04-30 00:00:00.000,1420,237,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Mar 27 2025 12:00AM13:58
396,2,1,1,5210,2,2025-05-08 00:00:00.000,2025-06-07 00:00:00.000,2025-06-09 00:00:00.000,"1079,84",237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,May  8 2025 12:00AM14:49
397,2,S,1,2644,2,2025-08-18 00:00:00.000,2025-09-01 00:00:00.000,2025-09-01 00:00:00.000,380,237,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Aug 18 2025 12:00AM09:31
402,2,S,1,5629,2,2025-04-29 00:00:00.000,2025-05-30 00:00:00.000,2025-05-30 00:00:00.000,1420,237,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Apr 29 2025 12:00AM17:07
409,2,1,1,5210,2,2025-06-11 00:00:00.000,2025-07-11 00:00:00.000,2025-07-11 00:00:00.000,540,237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Jun 11 2025 12:00AM17:09
416,2,1,1,5210,2,2025-06-26 00:00:00.000,2025-07-26 00:00:00.000,2025-07-28 00:00:00.000,"813,55",237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Jun 26 2025 12:00AM15:32
416,2,1,2,5210,2,2025-06-26 00:00:00.000,2025-08-25 00:00:00.000,2025-08-25 00:00:00.000,"813,55",237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Jun 26 2025 12:00AM15:32
419,2,S,1,5629,2,2025-05-28 00:00:00.000,2025-06-30 00:00:00.000,2025-06-30 00:00:00.000,1420,237,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,May 28 2025 12:00AM10:11
424,2,1,1,5210,2,2025-07-17 00:00:00.000,2025-08-16 00:00:00.000,2025-08-18 00:00:00.000,"1363,04",237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Jul 17 2025 12:00AM10:09
432,2,S,1,5629,2,2025-06-30 00:00:00.000,2025-07-30 00:00:00.000,2025-07-30 00:00:00.000,1420,237,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Jun 30 2025 12:00AM11:52
433,2,1,1,4195,2,2025-03-13 00:00:00.000,2025-03-17 00:00:00.000,2025-03-17 00:00:00.000,4000,237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Mar 13 2025 12:00AM13:27
437,2,1,1,5210,2,2025-08-14 00:00:00.000,2025-09-13 00:00:00.000,2025-09-15 00:00:00.000,"1008,8",237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Aug 14 2025 12:00AM11:13
441,2,1,1,4195,2,2025-04-30 00:00:00.000,2025-05-25 00:00:00.000,2025-05-27 00:00:00.000,2000,237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Apr 30 2025 12:00AM08:09
441,2,1,2,4195,2,2025-04-30 00:00:00.000,2025-06-25 00:00:00.000,2025-06-25 00:00:00.000,2000,237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Apr 30 2025 12:00AM08:09
442,2,1,1,5210,2,2025-08-25 00:00:00.000,2025-09-24 00:00:00.000,2025-09-24 00:00:00.000,"1002,2",237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Aug 25 2025 12:00AM15:20
447,2,S,1,5629,2,2025-07-30 00:00:00.000,2025-08-30 00:00:00.000,2025-09-01 00:00:00.000,1420,237,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Jul 30 2025 12:00AM13:44
457,2,1,1,4195,2,2025-09-08 00:00:00.000,2025-09-26 00:00:00.000,2025-09-26 00:00:00.000,700,237,3,NULL,NULL,22,MATERIA PRIMA,Sep  8 2025 12:00AM11:31
458,2,S,1,5629,2,2025-09-01 00:00:00.000,2025-09-30 00:00:00.000,2025-10-01 00:00:00.000,1420,237,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Sep  1 2025 12:00AM11:45
458,2,S,1,5772,8,2025-02-05 00:00:00.000,2025-02-10 00:00:00.000,2025-02-10 00:00:00.000,680,237,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Feb  5 2025 12:00AM15:18
458,2,S,2,5772,8,2025-02-05 00:00:00.000,2025-03-10 00:00:00.000,2025-03-10 00:00:00.000,680,237,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Feb  5 2025 12:00AM15:18
461,2,1,1,5210,2,2025-09-29 00:00:00.000,2025-10-29 00:00:00.000,2025-10-29 00:00:00.000,"976,45",2,3,NULL,NULL,22,MATERIA PRIMA,Sep 29 2025 12:00AM13:11
461,2,1,2,5210,2,2025-09-29 00:00:00.000,2025-11-28 00:00:00.000,2025-11-28 00:00:00.000,"976,45",2,3,NULL,NULL,22,MATERIA PRIMA,Sep 29 2025 12:00AM13:11
464,2,1,1,5210,2,2025-10-06 00:00:00.000,2025-11-05 00:00:00.000,2025-11-05 00:00:00.000,248,2,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Oct  6 2025 12:00AM07:41
466,2,S,1,5629,2,2025-09-29 00:00:00.000,2025-10-30 00:00:00.000,2025-10-30 00:00:00.000,1420,2,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Sep 29 2025 12:00AM16:11
466,2,S,1,5772,8,2025-03-05 00:00:00.000,2025-03-10 00:00:00.000,2025-03-10 00:00:00.000,680,237,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Mar  5 2025 12:00AM09:32
466,2,S,2,5772,8,2025-03-05 00:00:00.000,2025-04-10 00:00:00.000,2025-04-10 00:00:00.000,680,237,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Mar  5 2025 12:00AM09:32
480,2,1,1,5210,2,2025-10-24 00:00:00.000,2025-11-23 00:00:00.000,2025-11-24 00:00:00.000,"1011,56",2,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Oct 24 2025 12:00AM15:45
502,2,1,1,5210,2,2025-11-19 00:00:00.000,2025-12-19 00:00:00.000,1753-01-01 00:00:00.000,"794,56",2,1,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Nov 19 2025 12:00AM17:29
503,2,1,1,5789,2,2025-07-07 00:00:00.000,2025-07-31 00:00:00.000,2025-07-31 00:00:00.000,"2998,34",237,3,NULL,NULL,22,MATERIA PRIMA,Jul  7 2025 12:00AM11:19
503,2,1,2,5789,2,2025-07-07 00:00:00.000,2025-08-07 00:00:00.000,2025-08-07 00:00:00.000,"2998,34",237,3,NULL,NULL,22,MATERIA PRIMA,Jul  7 2025 12:00AM11:19
504,2,1,1,5210,2,2025-11-24 00:00:00.000,2025-12-24 00:00:00.000,1753-01-01 00:00:00.000,595,2,1,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Nov 24 2025 12:00AM08:51
507,2,S,1,3412,2,2025-01-23 00:00:00.000,2025-02-07 00:00:00.000,2025-02-07 00:00:00.000,"2229,1",237,3,NULL,NULL,52,DESPESAS C/ CAMBIO,Jan 23 2025 12:00AM15:14
510,2,S,1,4003,2,2025-03-17 00:00:00.000,2025-03-20 00:00:00.000,2025-03-20 00:00:00.000,"691,17",237,3,NULL,NULL,29,COMISSAO,Mar 17 2025 12:00AM13:17
511,2,1,1,5210,2,2025-12-01 00:00:00.000,2025-12-31 00:00:00.000,1753-01-01 00:00:00.000,"382,54",2,1,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Dec  1 2025 12:00AM10:55
514,2,S,1,4003,2,2025-10-15 00:00:00.000,2025-10-20 00:00:00.000,2025-10-20 00:00:00.000,"410,87",104,3,NULL,NULL,29,COMISSAO,Oct 15 2025 12:00AM09:41
516,2,1,1,5210,2,2025-12-09 00:00:00.000,2026-01-08 00:00:00.000,1753-01-01 00:00:00.000,"291,08",2,1,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Dec  9 2025 12:00AM15:24
517,2,1,1,2570,2,2025-01-24 00:00:00.000,2025-02-20 00:00:00.000,2025-02-20 00:00:00.000,"78,92",237,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Jan 24 2025 12:00AM11:40
517,2,1,1,5210,2,2025-12-09 00:00:00.000,2026-01-08 00:00:00.000,1753-01-01 00:00:00.000,1062,2,1,NULL,NULL,22,MATERIA PRIMA,Dec  9 2025 12:00AM08:35
517,2,1,2,2570,2,2025-01-24 00:00:00.000,2025-03-20 00:00:00.000,2025-03-20 00:00:00.000,"78,92",237,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Jan 24 2025 12:00AM11:40
522,2,S,1,5565,2,2025-03-07 00:00:00.000,2025-03-20 00:00:00.000,2025-03-20 00:00:00.000,"600,79",237,3,NULL,NULL,29,COMISSAO,Mar  7 2025 12:00AM08:12
551,2,1,1,2570,2,2025-07-07 00:00:00.000,2025-07-18 00:00:00.000,2025-07-18 00:00:00.000,"1474,44",237,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Jul  7 2025 12:00AM17:14
568,3,2,1,5379,2,2025-11-14 00:00:00.000,2025-12-01 00:00:00.000,2025-12-01 00:00:00.000,"273,65",237,3,NULL,NULL,55,FRETE S/ VENDAS,Nov 14 2025 12:00AM15:10
578,2,S,1,4139,2,2025-02-18 00:00:00.000,2025-03-20 00:00:00.000,2025-03-20 00:00:00.000,"507,22",237,3,NULL,NULL,29,COMISSAO,Feb 18 2025 12:00AM14:59
588,2,S,1,4139,2,2025-04-17 00:00:00.000,2025-04-20 00:00:00.000,2025-04-22 00:00:00.000,"446,34",237,3,NULL,NULL,29,COMISSAO,Apr 17 2025 12:00AM15:59
592,2,S,1,3261,2,2025-03-10 00:00:00.000,2025-03-20 00:00:00.000,2025-03-20 00:00:00.000,"392,7",237,3,NULL,NULL,29,COMISSAO,Mar 10 2025 12:00AM08:44
595,2,S,1,4139,2,2025-05-25 00:00:00.000,2025-05-27 00:00:00.000,2025-05-27 00:00:00.000,"555,26",237,3,NULL,NULL,29,COMISSAO,May 25 2025 12:00AM14:33
599,2,S,1,716,2,2025-01-08 00:00:00.000,2025-01-20 00:00:00.000,2025-01-20 00:00:00.000,"719,56",237,3,NULL,NULL,29,COMISSAO,Jan  8 2025 12:00AM09:13
600,2,S,1,716,2,2025-02-10 00:00:00.000,2025-02-20 00:00:00.000,2025-02-20 00:00:00.000,"2109,9",237,3,NULL,NULL,29,COMISSAO,Feb 10 2025 12:00AM08:26
601,2,S,1,716,2,2025-03-10 00:00:00.000,2025-03-20 00:00:00.000,2025-03-20 00:00:00.000,"2457,96",237,3,NULL,NULL,29,COMISSAO,Mar 10 2025 12:00AM08:21
602,2,S,1,716,2,2025-04-09 00:00:00.000,2025-04-20 00:00:00.000,2025-04-22 00:00:00.000,"834,42",237,3,NULL,NULL,29,COMISSAO,Apr  9 2025 12:00AM16:14
604,2,S,1,716,2,2025-05-07 00:00:00.000,2025-05-20 00:00:00.000,2025-05-20 00:00:00.000,"310,87",237,3,NULL,NULL,29,COMISSAO,May  7 2025 12:00AM15:30
606,2,S,1,716,2,2025-06-06 00:00:00.000,2025-06-20 00:00:00.000,2025-06-20 00:00:00.000,"958,76",237,3,NULL,NULL,29,COMISSAO,Jun  6 2025 12:00AM15:55
606,2,S,1,4139,2,2025-06-30 00:00:00.000,2025-06-30 00:00:00.000,2025-06-30 00:00:00.000,"174,32",237,3,NULL,NULL,29,COMISSAO,Jun 30 2025 12:00AM15:18
607,2,S,1,716,2,2025-07-08 00:00:00.000,2025-07-20 00:00:00.000,2025-07-21 00:00:00.000,"1233,71",237,3,NULL,NULL,29,COMISSAO,Jul  8 2025 12:00AM16:07
610,2,S,1,716,2,2025-08-08 00:00:00.000,2025-08-20 00:00:00.000,2025-08-20 00:00:00.000,"1324,77",237,3,NULL,NULL,29,COMISSAO,Aug  8 2025 12:00AM15:22
612,2,S,1,716,2,2025-09-08 00:00:00.000,2025-09-20 00:00:00.000,2025-09-22 00:00:00.000,"1161,28",237,3,NULL,NULL,29,COMISSAO,Sep  8 2025 12:00AM15:35
614,2,S,1,716,2,2025-10-06 00:00:00.000,2025-10-20 00:00:00.000,2025-10-20 00:00:00.000,"583,24",237,3,NULL,NULL,29,COMISSAO,Oct  6 2025 12:00AM11:04
616,2,S,1,716,2,2025-11-10 00:00:00.000,2025-11-20 00:00:00.000,2025-11-21 00:00:00.000,"465,07",237,3,NULL,NULL,29,COMISSAO,Nov 10 2025 12:00AM10:58
617,2,S,1,716,2,2025-12-05 00:00:00.000,2025-12-22 00:00:00.000,1753-01-01 00:00:00.000,"835,6",237,1,NULL,NULL,29,COMISSAO,Dec  5 2025 12:00AM15:10
619,2,S,1,3261,2,2025-07-14 00:00:00.000,2025-07-20 00:00:00.000,2025-07-21 00:00:00.000,"346,84",237,3,NULL,NULL,29,COMISSAO,Jul 14 2025 12:00AM15:37
632,2,S,1,3261,2,2025-09-15 00:00:00.000,2025-09-20 00:00:00.000,2025-09-22 00:00:00.000,"430,87",237,3,NULL,NULL,29,COMISSAO,Sep 15 2025 12:00AM14:28
639,2,1,1,5789,2,2025-08-21 00:00:00.000,2025-09-17 00:00:00.000,2025-09-17 00:00:00.000,"317,39",237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Aug 21 2025 12:00AM11:34
643,3,2,1,5379,2,2025-11-19 00:00:00.000,2025-12-05 00:00:00.000,2025-12-05 00:00:00.000,"270,93",237,3,NULL,NULL,55,FRETE S/ VENDAS,Nov 19 2025 12:00AM11:50
647,2,S,1,3261,2,2025-12-09 00:00:00.000,2025-12-22 00:00:00.000,1753-01-01 00:00:00.000,"288,64",237,1,NULL,NULL,29,COMISSAO,Dec  9 2025 12:00AM15:48
649,2,S,1,5759,1,2025-01-07 00:00:00.000,2025-01-08 00:00:00.000,2025-01-09 00:00:00.000,380,237,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Jan  7 2025 12:00AM15:24
684,2,1,1,5789,2,2025-09-05 00:00:00.000,2025-09-18 00:00:00.000,1753-01-01 00:00:00.000,"1514,1",2,4,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Sep  5 2025 12:00AM07:41
685,2,S,1,2554,2,2025-01-11 00:00:00.000,2025-01-30 00:00:00.000,2025-01-30 00:00:00.000,325,237,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Jan 11 2025 12:00AM15:27
686,2,1,1,5789,2,2025-09-05 00:00:00.000,2025-10-03 00:00:00.000,1753-01-01 00:00:00.000,470,2,4,NULL,NULL,22,MATERIA PRIMA,Sep  5 2025 12:00AM10:17
686,2,S,1,5798,2,2025-06-23 00:00:00.000,2025-06-25 00:00:00.000,2025-06-25 00:00:00.000,"483,58",237,3,NULL,NULL,29,COMISSAO,Jun 23 2025 12:00AM15:32
687,2,1,1,5789,2,2025-09-05 00:00:00.000,2025-10-03 00:00:00.000,1753-01-01 00:00:00.000,"2331,45",2,4,NULL,NULL,22,MATERIA PRIMA,Sep  5 2025 12:00AM07:41
690,2,S,1,3679,2,2025-02-07 00:00:00.000,2025-02-20 00:00:00.000,2025-02-20 00:00:00.000,"714,52",237,3,NULL,NULL,29,COMISSAO,Feb  7 2025 12:00AM08:28
695,2,S,1,434,2,2025-01-09 00:00:00.000,2025-01-20 00:00:00.000,2025-01-20 00:00:00.000,"668,68",237,3,NULL,NULL,29,COMISSAO,Jan  9 2025 12:00AM09:18
696,2,S,1,5798,2,2025-07-10 00:00:00.000,2025-07-20 00:00:00.000,2025-07-21 00:00:00.000,"843,46",237,3,NULL,NULL,29,COMISSAO,Jul 10 2025 12:00AM15:43
698,2,S,1,434,2,2025-02-10 00:00:00.000,2025-02-20 00:00:00.000,2025-02-20 00:00:00.000,"374,43",237,3,NULL,NULL,29,COMISSAO,Feb 10 2025 12:00AM08:36
701,2,S,1,3679,2,2025-04-09 00:00:00.000,2025-04-20 00:00:00.000,2025-04-22 00:00:00.000,"415,82",237,3,NULL,NULL,29,COMISSAO,Apr  9 2025 12:00AM16:16
702,2,S,1,434,2,2025-03-10 00:00:00.000,2025-03-20 00:00:00.000,2025-03-20 00:00:00.000,"669,19",237,3,NULL,NULL,29,COMISSAO,Mar 10 2025 12:00AM08:31
703,2,S,1,5798,2,2025-08-08 00:00:00.000,2025-08-20 00:00:00.000,2025-08-20 00:00:00.000,"512,12",237,3,NULL,NULL,29,COMISSAO,Aug  8 2025 12:00AM15:28
706,2,S,1,434,2,2025-04-11 00:00:00.000,2025-04-20 00:00:00.000,2025-04-22 00:00:00.000,"563,56",237,3,NULL,NULL,29,COMISSAO,Apr 11 2025 12:00AM16:21
713,2,S,1,434,2,2025-06-09 00:00:00.000,2025-06-20 00:00:00.000,2025-06-20 00:00:00.000,"651,68",237,3,NULL,NULL,29,COMISSAO,Jun  9 2025 12:00AM16:01
713,2,S,1,3679,2,2025-07-14 00:00:00.000,2025-07-20 00:00:00.000,2025-07-21 00:00:00.000,"742,08",237,3,NULL,NULL,29,COMISSAO,Jul 14 2025 12:00AM15:07
718,2,S,1,434,2,2025-07-09 00:00:00.000,2025-07-20 00:00:00.000,2025-07-21 00:00:00.000,"814,22",237,3,NULL,NULL,29,COMISSAO,Jul  9 2025 12:00AM16:10
718,2,S,1,3679,2,2025-08-14 00:00:00.000,2025-08-20 00:00:00.000,2025-08-20 00:00:00.000,"322,95",237,3,NULL,NULL,29,COMISSAO,Aug 14 2025 12:00AM15:08
723,2,S,1,434,2,2025-08-11 00:00:00.000,2025-08-20 00:00:00.000,2025-08-20 00:00:00.000,"453,84",237,3,NULL,NULL,29,COMISSAO,Aug 11 2025 12:00AM15:26
724,2,S,1,3679,2,2025-09-15 00:00:00.000,2025-09-20 00:00:00.000,2025-09-22 00:00:00.000,"377,67",237,3,NULL,NULL,29,COMISSAO,Sep 15 2025 12:00AM14:30
727,2,S,1,434,2,2025-09-09 00:00:00.000,2025-09-20 00:00:00.000,2025-09-22 00:00:00.000,"352,91",237,3,NULL,NULL,29,COMISSAO,Sep  9 2025 12:00AM15:38
735,2,S,1,434,2,2025-11-10 00:00:00.000,2025-11-20 00:00:00.000,2025-11-21 00:00:00.000,"475,41",237,3,NULL,NULL,29,COMISSAO,Nov 10 2025 12:00AM15:49
744,2,S,1,5886,2,2025-09-11 00:00:00.000,2025-10-10 00:00:00.000,2025-10-10 00:00:00.000,300,2,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Sep 11 2025 12:00AM17:22
755,2,S,1,5886,2,2025-10-06 00:00:00.000,2025-11-04 00:00:00.000,2025-11-04 00:00:00.000,260,2,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Oct  6 2025 12:00AM11:35
756,2,S,1,5886,2,2025-10-17 00:00:00.000,2025-11-17 00:00:00.000,2025-11-17 00:00:00.000,150,2,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Oct 17 2025 12:00AM10:28
757,2,S,1,2554,2,2025-09-08 00:00:00.000,2025-10-08 00:00:00.000,2025-10-08 00:00:00.000,1445,2,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Sep  8 2025 12:00AM16:18
760,2,E,1,4040,2,2025-01-13 00:00:00.000,2025-01-20 00:00:00.000,2025-01-20 00:00:00.000,"369,83",237,3,NULL,NULL,29,COMISSAO,Jan 13 2025 12:00AM09:04
763,2,E,1,4040,2,2025-02-12 00:00:00.000,2025-02-20 00:00:00.000,2025-02-20 00:00:00.000,"369,83",237,3,NULL,NULL,29,COMISSAO,Feb 12 2025 12:00AM08:20
767,2,E,1,4040,2,2025-03-14 00:00:00.000,2025-03-20 00:00:00.000,2025-03-20 00:00:00.000,"378,91",237,3,NULL,NULL,29,COMISSAO,Mar 14 2025 12:00AM14:50
773,2,S,1,2554,2,2025-11-21 00:00:00.000,2025-12-12 00:00:00.000,1753-01-01 00:00:00.000,"1571,66",2,1,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Nov 21 2025 12:00AM16:45
773,2,S,1,4040,2,2025-04-15 00:00:00.000,2025-04-20 00:00:00.000,2025-04-22 00:00:00.000,"484,89",237,3,NULL,NULL,29,COMISSAO,Apr 15 2025 12:00AM14:47
773,2,S,2,2554,2,2025-11-21 00:00:00.000,2026-01-12 00:00:00.000,1753-01-01 00:00:00.000,"1571,67",2,1,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Nov 21 2025 12:00AM16:45
